vessel	cruise	station	species 	sex	length	number	Age
516	198501	67	20510	2	81	600	13
516	198501	49	20510	2	84	346	13
516	198501	92	20510	2	82	1087	13
516	198501	92	20510	2	91	1106	13
516	198501	83	20510	2	80	914	14
516	198501	83	20510	2	84	922	14
516	198501	104	20510	2	94	1304	14
516	198501	92	20510	1	63	977	14
516	198501	92	20510	1	77	1005	14
516	198501	92	20510	1	78	1008	14
516	198501	104	20510	2	86	1288	14
516	198501	49	20510	2	93	354	14
516	198501	2	20510	1	73	25	15
516	198501	83	20510	1	76	840	15
516	198501	83	20510	2	91	932	15
516	198501	49	20510	1	64	293	15
516	198501	92	20510	1	70	991	15
516	198501	104	20510	2	80	1276	15
516	198501	104	20510	2	88	1291	15
516	198501	67	20510	1	75	516	15
516	198501	49	20510	2	75	337	15
516	198501	49	20510	2	91	352	15
516	198501	92	20510	2	82	1088	15
516	198501	92	20510	2	91	1105	15
516	198501	92	20510	2	94	1112	15
516	198501	92	20510	2	97	1116	15
516	198501	2	20510	1	70	24	16
516	198501	57	20510	2	83	437	16
516	198501	83	20510	2	78	910	16
516	198501	104	20510	1	65	1165	16
516	198501	104	20510	2	91	1298	16
516	198501	92	20510	1	73	998	16
516	198501	92	20510	1	74	1000	16
516	198501	104	20510	2	87	1290	16
516	198501	49	20510	2	77	339	16
516	198501	92	20510	2	88	1099	16
516	198501	92	20510	2	88	1100	16
516	198501	92	20510	2	94	1111	16
516	198501	77	20510	1	75	683	17
516	198501	83	20510	1	78	843	17
516	198501	92	20510	1	68	988	17
516	198501	104	20510	1	75	1186	17
516	198501	104	20510	2	79	1273	17
516	198501	67	20510	1	76	518	17
516	198501	49	20510	2	80	342	17
516	198501	49	20510	2	89	350	17
516	198501	92	20510	2	77	1078	17
516	198501	92	20510	2	96	1114	17
516	198501	32	20510	1	78	233	18
516	198501	77	20510	2	85	771	18
516	198501	83	20510	1	74	836	18
516	198501	83	20510	1	76	841	18
516	198501	49	20510	1	65	294	18
516	198501	92	20510	1	78	1007	18
516	198501	104	20510	1	78	1192	18
516	198501	104	20510	2	88	1292	18
516	198501	67	20510	1	63	493	18
516	198501	67	20510	1	72	510	18
516	198501	49	20510	1	71	300	18
516	198501	92	20510	2	83	1089	18
516	198501	92	20510	2	86	1096	18
516	198501	77	20510	1	74	682	19
516	198501	83	20510	1	75	838	19
516	198501	104	20510	2	96	1307	19
516	198501	104	20510	2	99	1310	19
516	198501	92	20510	1	73	997	19
516	198501	92	20510	1	79	1010	19
516	198501	104	20510	2	68	1252	19
516	198501	104	20510	2	86	1287	19
516	198501	49	20510	1	81	309	19
516	198501	49	20510	2	90	351	19
516	198501	92	20510	2	96	1115	19
516	198501	12	20510	1	79	90	20
516	198501	57	20510	2	85	439	20
516	198501	83	20510	1	75	839	20
516	198501	92	20510	1	69	989	20
516	198501	92	20510	1	75	1001	20
516	198501	92	20510	2	89	1102	20
516	198501	32	20510	1	68	223	21
516	198501	32	20510	1	77	232	21
516	198501	32	20510	2	84	269	21
516	198501	2	20510	1	68	22	21
516	198501	83	20510	1	65	819	21
516	198501	83	20510	1	72	833	21
516	198501	83	20510	2	87	928	21
516	198501	104	20510	2	92	1300	21
516	198501	49	20510	1	63	292	21
516	198501	104	20510	1	72	1180	21
516	198501	104	20510	1	79	1193	21
516	198501	104	20510	1	80	1195	21
516	198501	104	20510	2	58	1231	21
516	198501	104	20510	2	87	1289	21
516	198501	104	20510	2	89	1293	21
516	198501	67	20510	2	85	608	21
516	198501	32	20510	2	78	265	22
516	198501	77	20510	1	73	680	22
516	198501	57	20510	2	100	448	22
516	198501	104	20510	2	93	1301	22
516	198501	104	20510	2	93	1302	22
516	198501	104	20510	1	81	1197	22
516	198501	67	20510	1	78	523	22
516	198501	49	20510	1	73	302	22
516	198501	49	20510	2	69	331	22
516	198501	49	20510	2	88	349	22
516	198501	77	20510	1	77	687	23
516	198501	83	20510	2	87	927	23
516	198501	83	20510	2	89	931	23
516	198501	57	20510	2	99	447	23
516	198501	104	20510	2	99	1311	23
516	198501	104	20510	1	81	1196	23
516	198501	104	20510	2	74	1264	23
516	198501	92	20510	2	87	1097	23
516	198501	92	20510	2	89	1101	23
516	198501	92	20510	2	93	1109	23
516	198501	22	20510	1	73	158	24
516	198501	77	20510	2	85	772	24
516	198501	57	20510	2	82	436	24
516	198501	67	20510	2	95	620	24
516	198501	92	20510	1	70	992	24
516	198501	92	20510	1	75	1002	24
516	198501	92	20510	1	79	1009	24
516	198501	104	20510	1	77	1189	24
516	198501	104	20510	2	83	1282	24
516	198501	92	20510	2	90	1104	24
516	198501	92	20510	2	95	1113	24
516	198501	12	20510	2	82	127	25
516	198501	49	20510	2	81	343	25
516	198501	49	20510	2	83	345	25
516	198501	92	20510	2	80	1083	25
516	198501	92	20510	2	85	1094	25
516	198501	32	20510	1	73	228	26
516	198501	22	20510	1	69	154	26
516	198501	57	20510	1	70	390	26
516	198501	57	20510	2	88	441	26
516	198501	57	20510	2	89	442	26
516	198501	104	20510	1	78	1191	26
516	198501	104	20510	2	85	1286	26
516	198501	104	20510	2	85	1285	26
516	198501	67	20510	1	76	519	26
516	198501	12	20510	1	75	87	27
516	198501	2	20510	2	70	48	27
516	198501	77	20510	2	83	768	27
516	198501	57	20510	2	90	443	27
516	198501	104	20510	2	97	1308	27
516	198501	67	20510	2	93	619	27
516	198501	92	20510	1	63	978	27
516	198501	104	20510	1	74	1183	27
516	198501	104	20510	1	75	1185	27
516	198501	49	20510	1	80	308	27
516	198501	22	20510	1	74	159	28
516	198501	57	20510	1	68	388	28
516	198501	57	20510	1	77	397	28
516	198501	57	20510	1	78	398	28
516	198501	57	20510	2	87	440	28
516	198501	104	20510	2	90	1296	28
516	198501	32	20510	1	76	231	29
516	198501	77	20510	2	91	775	29
516	198501	57	20510	2	84	438	29
516	198501	57	20510	2	94	445	29
516	198501	57	20510	2	96	446	29
516	198501	104	20510	1	72	1179	29
516	198501	104	20510	2	80	1275	29
516	198501	49	20510	1	68	297	29
516	198501	49	20510	1	69	298	29
516	198501	49	20510	2	100	360	29
516	198501	92	20510	2	84	1091	29
516	198501	92	20510	2	90	1103	29
516	198501	2	20510	2	80	57	30
516	198501	104	20510	2	92	1299	30
516	198501	92	20510	1	66	983	30
516	198501	67	20510	1	73	513	30
516	198501	49	20510	2	85	347	30
516	198501	49	20510	2	94	355	30
516	198501	12	20510	1	74	86	31
516	198501	12	20510	1	80	91	31
516	198501	2	20510	2	78	56	31
516	198501	83	20510	1	74	837	31
516	198501	92	20510	2	78	1079	31
516	198501	92	20510	2	92	1108	31
516	198501	32	20510	2	80	267	32
516	198501	32	20510	2	91	275	32
516	198501	83	20510	2	92	933	32
516	198501	104	20510	2	95	1305	32
516	198501	92	20510	1	65	981	32
516	198501	104	20510	1	79	1194	32
516	198501	67	20510	2	87	611	32
516	198501	67	20510	2	88	614	32
516	198501	49	20510	1	79	307	32
516	198501	49	20510	2	86	348	32
516	198501	92	20510	2	92	1107	32
516	198501	12	20510	1	72	84	33
516	198501	104	20510	1	84	1199	33
516	198501	67	20510	2	86	610	33
516	198501	83	20510	2	86	926	34
516	198501	104	20510	2	90	1295	34
516	198501	12	20510	1	77	88	35
516	198501	77	20510	2	82	766	35
516	198501	104	20510	2	60	1235	35
516	198501	104	20510	2	82	1279	35
516	198501	104	20510	2	89	1294	35
516	198501	67	20510	1	75	517	35
516	198501	67	20510	2	90	618	35
516	198501	32	20510	2	89	274	36
516	198501	57	20510	1	73	393	36
516	198501	83	20510	2	89	930	36
516	198501	83	20510	2	101	934	36
516	198501	49	20510	1	76	305	36
516	198501	92	20510	2	85	1093	36
516	198501	92	20510	2	99	1117	36
516	198501	49	20510	2	96	357	37
516	198501	12	20510	2	74	120	38
516	198501	104	20510	2	94	1303	38
516	198501	67	20510	2	89	616	38
516	198501	49	20510	1	67	296	38
516	198501	49	20510	2	95	356	38
516	198501	67	20510	2	89	615	39
516	198501	32	20510	2	87	272	40
516	198501	32	20510	2	92	276	40
516	198501	77	20510	2	86	774	40
516	198501	92	20510	2	93	1110	40
516	198501	2	20510	1	75	26	41
516	198501	12	20510	2	83	128	42
516	198501	104	20510	2	97	1309	42
516	198501	49	20510	2	92	353	42
516	198501	104	20510	1	83	1198	43
516	198501	104	20510	2	95	1306	44
516	198501	104	20510	1	73	1181	44
516	198501	49	20510	1	74	303	45
516	198501	49	20510	2	101	361	45
516	198501	2	20510	2	88	58	46
516	198501	49	20510	2	106	363	46
516	198501	49	20510	2	107	364	46
516	198501	49	20510	2	82	344	49
516	198501	12	20510	1	78	89	51
516	198501	49	20510	2	102	362	52
516	198501	49	20510	1	85	310	54
