vessel	cruise	haul	species	sex	specimen	age	length
518	198101	82	20510	2	444	15	65
518	198101	92	20510	1	182	15	54
518	198101	92	20510	1	214	15	70
518	198101	92	20510	2	292	15	73
518	198101	92	20510	2	297	15	75
518	198101	104	20510	1	680	15	65
518	198101	104	20510	2	748	15	63
518	198101	104	20510	2	784	15	81
518	198101	104	20510	2	790	15	84
518	198101	40	20510	1	1035	16	62
518	198101	40	20510	2	1106	16	67
518	198101	40	20510	2	1120	16	74
518	198101	40	20510	2	1123	16	76
518	198101	40	20510	2	1142	16	85
518	198101	53	20510	1	866	16	68
518	198101	53	20510	1	867	16	69
518	198101	53	20510	2	934	16	67
518	198101	53	20510	2	972	16	86
518	198101	53	20510	2	974	16	87
518	198101	53	20510	2	976	16	88
518	198101	67	20510	1	62	16	75
518	198101	67	20510	1	63	16	76
518	198101	67	20510	2	120	16	70
518	198101	77	20510	1	544	16	69
518	198101	82	20510	1	378	16	66
518	198101	82	20510	1	389	16	72
518	198101	82	20510	1	391	16	73
518	198101	82	20510	2	491	16	89
518	198101	92	20510	1	213	16	69
518	198101	92	20510	1	220	16	73
518	198101	92	20510	2	308	16	81
518	198101	92	20510	2	331	16	93
518	198101	104	20510	1	690	16	70
518	198101	104	20510	2	763	16	70
518	198101	104	20510	2	789	16	83
518	198101	104	20510	2	795	16	86
518	198101	104	20510	2	797	16	87
518	198101	40	20510	1	1040	17	64
518	198101	40	20510	1	1046	17	67
518	198101	40	20510	2	1098	17	63
518	198101	40	20510	2	1129	17	79
518	198101	40	20510	2	1137	17	83
518	198101	40	20510	2	1139	17	84
518	198101	40	20510	2	1145	17	87
518	198101	53	20510	1	850	17	60
518	198101	53	20510	1	863	17	67
518	198101	53	20510	1	871	17	71
518	198101	53	20510	1	889	17	80
518	198101	53	20510	2	935	17	67
518	198101	53	20510	2	948	17	74
518	198101	53	20510	2	977	17	88
518	198101	53	20510	2	978	17	89
518	198101	67	20510	1	35	17	61
518	198101	67	20510	1	39	17	63
518	198101	67	20510	1	55	17	71
518	198101	67	20510	1	69	17	79
518	198101	67	20510	2	132	17	76
518	198101	67	20510	2	154	17	87
518	198101	67	20510	2	156	17	88
518	198101	77	20510	2	614	17	75
518	198101	77	20510	2	615	17	75
518	198101	82	20510	1	366	17	60
518	198101	82	20510	1	375	17	65
518	198101	82	20510	1	404	17	82
518	198101	82	20510	2	475	17	81
518	198101	82	20510	2	480	17	83
518	198101	82	20510	2	456	17	71
518	198101	92	20510	1	216	17	71
518	198101	92	20510	1	218	17	72
518	198101	92	20510	1	226	17	76
518	198101	92	20510	2	294	17	74
518	198101	92	20510	2	302	17	78
518	198101	104	20510	1	673	17	62
518	198101	104	20510	2	756	17	67
518	198101	104	20510	2	759	17	68
518	198101	104	20510	2	791	17	84
518	198101	104	20510	2	805	17	91
518	198101	40	20510	1	1031	18	60
518	198101	40	20510	1	1043	18	66
518	198101	40	20510	2	1102	18	65
518	198101	40	20510	2	1121	18	75
518	198101	40	20510	2	1122	18	75
518	198101	40	20510	2	1131	18	80
518	198101	40	20510	2	1134	18	81
518	198101	40	20510	2	1135	18	82
518	198101	40	20510	2	1143	18	86
518	198101	53	20510	1	851	18	61
518	198101	53	20510	1	859	18	65
518	198101	53	20510	1	865	18	68
518	198101	53	20510	1	873	18	72
518	198101	53	20510	2	939	18	69
518	198101	53	20510	2	925	18	62
518	198101	53	20510	2	954	18	77
518	198101	53	20510	2	956	18	78
518	198101	53	20510	2	965	18	82
518	198101	53	20510	2	986	18	93
518	198101	67	20510	2	133	18	76
518	198101	67	20510	2	150	18	85
518	198101	77	20510	1	548	18	72
518	198101	77	20510	2	613	18	74
518	198101	77	20510	2	617	18	76
518	198101	77	20510	2	635	18	87
518	198101	82	20510	1	376	18	65
518	198101	82	20510	2	469	18	78
518	198101	82	20510	2	449	18	68
518	198101	82	20510	2	455	18	71
518	198101	92	20510	2	286	18	70
518	198101	92	20510	2	289	18	71
518	198101	92	20510	2	320	18	87
518	198101	92	20510	2	325	18	89
518	198101	92	20510	2	327	18	90
518	198101	104	20510	1	672	18	61
518	198101	104	20510	1	679	18	65
518	198101	104	20510	2	753	18	65
518	198101	104	20510	2	787	18	82
518	198101	104	20510	2	798	18	88
518	198101	40	20510	2	1117	19	73
518	198101	53	20510	1	858	19	64
518	198101	53	20510	2	968	19	84
518	198101	67	20510	1	36	19	62
518	198101	67	20510	1	38	19	63
518	198101	67	20510	1	68	19	78
518	198101	77	20510	1	534	19	64
518	198101	82	20510	1	400	19	78
518	198101	82	20510	2	478	19	82
518	198101	82	20510	2	489	19	88
518	198101	82	20510	2	445	19	66
518	198101	92	20510	1	221	19	73
518	198101	92	20510	1	222	19	74
518	198101	92	20510	2	282	19	68
518	198101	104	20510	2	767	19	72
518	198101	104	20510	2	778	19	78
518	198101	104	20510	2	788	19	83
518	198101	104	20510	2	792	19	85
518	198101	104	20510	2	803	19	90
518	198101	104	20510	2	813	19	96
518	198101	40	20510	1	1056	20	72
518	198101	40	20510	1	1060	20	74
518	198101	40	20510	2	1110	20	69
518	198101	40	20510	2	1113	20	71
518	198101	53	20510	1	872	20	71
518	198101	53	20510	2	947	20	73
518	198101	53	20510	2	953	20	76
518	198101	53	20510	2	958	20	79
518	198101	53	20510	2	979	20	89
518	198101	53	20510	2	984	20	92
518	198101	67	20510	1	58	20	73
518	198101	67	20510	2	119	20	69
518	198101	67	20510	2	160	20	94
518	198101	77	20510	1	536	20	65
518	198101	77	20510	1	537	20	65
518	198101	77	20510	1	546	20	70
518	198101	82	20510	1	403	20	80
518	198101	82	20510	2	473	20	80
518	198101	82	20510	2	477	20	82
518	198101	92	20510	1	211	20	68
518	198101	92	20510	1	228	20	77
518	198101	92	20510	1	229	20	78
518	198101	92	20510	1	231	20	79
518	198101	92	20510	2	300	20	77
518	198101	92	20510	2	305	20	79
518	198101	92	20510	2	329	20	92
518	198101	104	20510	1	682	20	66
518	198101	104	20510	1	686	20	68
518	198101	104	20510	1	695	20	73
518	198101	104	20510	1	701	20	76
518	198101	40	20510	1	1062	21	75
518	198101	40	20510	1	1063	21	76
518	198101	40	20510	2	1130	21	79
518	198101	53	20510	1	883	21	77
518	198101	53	20510	2	933	21	66
518	198101	53	20510	2	957	21	78
518	198101	53	20510	2	970	21	85
518	198101	77	20510	1	535	21	64
518	198101	77	20510	2	622	21	79
518	198101	77	20510	2	634	21	86
518	198101	82	20510	2	467	21	77
518	198101	82	20510	2	472	21	79
518	198101	82	20510	2	485	21	86
518	198101	92	20510	1	219	21	72
518	198101	92	20510	2	323	21	88
518	198101	104	20510	1	685	21	68
518	198101	104	20510	1	700	21	75
518	198101	104	20510	1	710	21	83
518	198101	40	20510	1	1051	22	70
518	198101	40	20510	1	1064	22	77
518	198101	40	20510	2	1136	22	82
518	198101	53	20510	2	1000	22	104
518	198101	67	20510	1	71	22	81
518	198101	77	20510	2	612	22	74
518	198101	77	20510	2	628	22	82
518	198101	82	20510	1	396	22	75
518	198101	82	20510	1	398	22	76
518	198101	82	20510	2	482	22	84
518	198101	82	20510	2	446	22	66
518	198101	92	20510	1	201	22	63
518	198101	92	20510	2	276	22	65
518	198101	92	20510	2	332	22	95
518	198101	104	20510	1	699	22	75
518	198101	104	20510	1	702	22	76
518	198101	104	20510	1	707	22	80
518	198101	104	20510	2	758	22	68
518	198101	104	20510	2	785	22	81
518	198101	40	20510	1	1058	23	73
518	198101	67	20510	1	57	23	72
518	198101	67	20510	2	142	23	81
518	198101	67	20510	2	155	23	87
518	198101	67	20510	2	157	23	88
518	198101	67	20510	2	158	23	90
518	198101	77	20510	2	621	23	78
518	198101	82	20510	2	468	23	77
518	198101	82	20510	2	474	23	80
518	198101	82	20510	2	453	23	70
518	198101	92	20510	1	209	23	67
518	198101	92	20510	2	277	23	65
518	198101	92	20510	2	314	23	84
518	198101	92	20510	2	326	23	90
518	198101	92	20510	2	330	23	92
518	198101	104	20510	1	694	23	72
518	198101	104	20510	2	749	23	63
518	198101	104	20510	2	765	23	71
518	198101	40	20510	2	1140	24	84
518	198101	40	20510	2	1141	24	85
518	198101	53	20510	1	854	24	62
518	198101	53	20510	1	855	24	63
518	198101	53	20510	1	879	24	75
518	198101	53	20510	1	884	24	77
518	198101	53	20510	2	973	24	86
518	198101	53	20510	2	980	24	90
518	198101	53	20510	2	993	24	96
518	198101	67	20510	1	54	24	71
518	198101	67	20510	1	67	24	78
518	198101	67	20510	2	151	24	85
518	198101	82	20510	1	382	24	68
518	198101	82	20510	1	386	24	70
518	198101	82	20510	2	457	24	72
518	198101	92	20510	2	295	24	74
518	198101	92	20510	2	319	24	86
518	198101	104	20510	2	771	24	74
518	198101	104	20510	2	808	24	93
518	198101	40	20510	2	1144	25	86
518	198101	53	20510	2	982	25	91
518	198101	77	20510	1	538	25	66
518	198101	77	20510	1	540	25	67
518	198101	77	20510	2	594	25	65
518	198101	77	20510	2	627	25	81
518	198101	77	20510	2	631	25	84
518	198101	82	20510	1	394	25	74
518	198101	82	20510	2	484	25	85
518	198101	82	20510	2	440	25	63
518	198101	104	20510	1	706	25	79
518	198101	104	20510	2	760	25	69
518	198101	104	20510	2	770	25	74
518	198101	104	20510	2	782	25	80
518	198101	104	20510	2	783	25	80
518	198101	104	20510	2	793	25	85
518	198101	104	20510	2	812	25	96
518	198101	104	20510	2	814	25	97
518	198101	40	20510	2	1124	26	76
518	198101	53	20510	1	877	26	74
518	198101	53	20510	1	886	26	78
518	198101	53	20510	2	997	26	100
518	198101	67	20510	1	59	26	73
518	198101	77	20510	1	551	26	73
518	198101	82	20510	2	488	26	87
518	198101	104	20510	2	769	26	73
518	198101	104	20510	2	777	26	77
518	198101	104	20510	2	806	26	92
518	198101	104	20510	2	810	26	94
518	198101	40	20510	2	1125	27	77
518	198101	53	20510	1	888	27	79
518	198101	53	20510	2	943	27	71
518	198101	67	20510	2	152	27	86
518	198101	77	20510	2	607	27	71
518	198101	77	20510	2	610	27	73
518	198101	77	20510	2	633	27	85
518	198101	82	20510	2	447	27	67
518	198101	92	20510	1	233	27	83
518	198101	92	20510	2	312	27	83
518	198101	92	20510	2	318	27	86
518	198101	104	20510	2	811	27	95
518	198101	53	20510	1	878	28	74
518	198101	67	20510	1	43	28	65
518	198101	67	20510	2	117	28	68
518	198101	77	20510	1	541	28	67
518	198101	77	20510	2	624	28	80
518	198101	82	20510	1	401	28	78
518	198101	104	20510	1	703	28	77
518	198101	104	20510	2	764	28	71
518	198101	104	20510	2	801	28	89
518	198101	104	20510	2	815	28	98
518	198101	40	20510	2	1148	29	88
518	198101	40	20510	2	1149	29	90
518	198101	53	20510	1	885	29	78
518	198101	53	20510	2	938	29	69
518	198101	53	20510	2	998	29	101
518	198101	92	20510	2	296	29	75
518	198101	104	20510	2	804	29	91
518	198101	40	20510	1	1061	30	75
518	198101	40	20510	2	1147	30	88
518	198101	53	20510	2	985	30	92
518	198101	77	20510	1	553	30	75
518	198101	77	20510	2	626	30	81
518	198101	104	20510	1	689	30	70
518	198101	104	20510	1	698	30	74
518	198101	104	20510	2	818	30	99
518	198101	40	20510	2	1116	31	72
518	198101	53	20510	2	964	31	82
518	198101	77	20510	2	600	31	68
518	198101	82	20510	1	374	31	64
518	198101	92	20510	1	206	31	66
518	198101	92	20510	2	316	31	85
518	198101	92	20510	2	321	31	87
518	198101	104	20510	2	781	31	79
518	198101	53	20510	1	862	32	66
518	198101	53	20510	1	864	32	67
518	198101	53	20510	1	869	32	70
518	198101	53	20510	1	891	32	82
518	198101	53	20510	2	975	32	87
518	198101	67	20510	1	64	32	76
518	198101	67	20510	2	137	32	78
518	198101	67	20510	2	115	32	67
518	198101	77	20510	2	598	32	67
518	198101	82	20510	2	448	32	67
518	198101	92	20510	1	207	32	66
518	198101	92	20510	1	212	32	69
518	198101	92	20510	1	215	32	70
518	198101	104	20510	1	697	32	74
518	198101	104	20510	1	704	32	78
518	198101	40	20510	2	1146	33	87
518	198101	82	20510	2	487	33	87
518	198101	104	20510	1	687	33	69
518	198101	104	20510	2	819	33	109
518	198101	53	20510	1	882	34	76
518	198101	53	20510	2	921	34	60
518	198101	77	20510	2	632	34	85
518	198101	82	20510	2	486	34	86
518	198101	104	20510	1	705	34	79
518	198101	104	20510	2	816	34	98
518	198101	40	20510	2	1150	35	90
518	198101	53	20510	2	994	35	97
518	198101	77	20510	2	605	35	70
518	198101	92	20510	1	225	35	75
518	198101	92	20510	2	311	35	82
518	198101	104	20510	2	817	35	99
518	198101	104	20510	2	800	35	89
518	198101	104	20510	2	809	35	94
518	198101	53	20510	1	881	36	76
518	198101	53	20510	2	944	36	72
518	198101	53	20510	2	988	36	94
518	198101	53	20510	2	996	36	100
518	198101	67	20510	2	159	36	90
518	198101	82	20510	1	383	36	69
518	198101	53	20510	2	936	38	68
518	198101	53	20510	2	987	38	93
518	198101	77	20510	1	550	38	73
518	198101	82	20510	2	454	38	70
518	198101	92	20510	2	333	38	96
518	198101	104	20510	2	799	38	88
518	198101	67	20510	2	126	39	73
518	198101	77	20510	1	549	39	72
518	198101	77	20510	1	552	39	74
518	198101	82	20510	1	390	39	72
518	198101	82	20510	2	470	39	78
518	198101	53	20510	2	989	41	94
518	198101	53	20510	2	995	41	98
518	198101	82	20510	2	471	41	79
518	198101	67	20510	2	161	42	98
518	198101	53	20510	2	969	43	84
518	198101	53	20510	2	992	43	96
518	198101	53	20510	2	999	43	103
518	198101	82	20510	2	483	43	85
518	198101	53	20510	1	876	44	73
518	198101	53	20510	1	875	45	73
518	198101	82	20510	2	476	45	81
518	198101	82	20510	2	479	45	83
518	198101	104	20510	1	709	45	82
518	198101	53	20510	1	880	46	75
518	198101	53	20510	2	991	47	95
518	198101	53	20510	1	890	48	80
518	198101	104	20510	2	802	48	90
518	198101	77	20510	2	616	49	76
518	198101	53	20510	2	951	52	75
518	198101	82	20510	2	490	52	88
							
							
							
